Word,stress_pattern
tacitly,1-0-0
taciturn,1-0-2
tack,1
tacked,1
tacker,1-0
tacking,1-0
tackle,1-0
tackled,1-0
tackles,1-0
tackling,1-0-0
tackling,1-0
tacks,1
tacky,1-0
taco,1-0
Tacoma,0-1-0
tacos,1-0
tact,1
tactful,1-0
tactfully,1-0-0
tactic,1-0
tactical,1-0-0
tactically,1-0-0-0
tactician,0-1-0
tacticians,0-1-0
tactics,1-0
tactile,1-2
tactile,1-0
tactless,1-0
tad,1
tadpole,1-2
tadpoles,1-2
Tae,1
Tae,1
taffeta,1-0-0
Taffy,1-0
Taft,1
tag,1
Tagalog,1-0-2
tagged,1
tagging,1-0
tags,1
Tahiti,0-1-0
Tai,1
tail,1
tailed,1
tailgate,1-2
tailing,1-0
tailings,1-0
tailor,1-0
tailored,1-0
tailoring,1-0-0
tailors,1-0
tailpipe,1-2
tails,1
tailspin,1-2
taint,1
tainted,1-0
tainting,1-0
taints,1
Taipei,1-2
Tait,1
Taiwan,1-1
Taiwanese,1-0-1
Taj,1
take,1
taken,1-0
takeoff,1-2
takeoffs,1-2
takeout,1-2
takeover,1-2-0
takeovers,1-2-0
taker,1-0
takers,1-0
takes,1
taketh,1-0
taking,1-0
takings,1-0
Tal,1
Talbot,1-0
talc,1
talcum,1-0
tale,1
talent,1-0
talented,1-0-0
talented,1-0-0
talents,1-0
tales,1
talisman,1-0-0
talk,1
talkative,1-0-0
talked,1
talker,1-0
talkers,1-0
talkie,1-0
talkies,1-0
talking,1-0
talks,1
talky,1-0
tall,1
Tallahassee,2-0-1-0
taller,1-0
tallest,1-0
tallied,1-0
tallies,1-0
tallow,1-0
Tally,1-0
Tallyho,2-0-1
tallying,1-0-0
Talmud,1-0
Talon,1-0
talons,1-0
Tam,1
tamales,0-1-0
Tamara,0-1-0
tamarin,1-0-0
tamarisk,1-0-0
Tamas,1-0
Tambo,1-0
tambourine,2-0-1
tame,1
tamed,1
tamer,1-0
tames,1
Tamil,1-0
Tamil,0-1
taming,1-0
Tammany,1-0-0
Tammie,1-0
Tammy,1-0
tamp,1
Tampa,1-0
tamper,1-0
tampered,1-0
tampering,1-0-0
tamping,1-0
tampon,1-0
tampons,1-0
tan,1
tandem,1-0
Tang,1
Tang,1
tangent,1-0
tangential,0-1-0
tangents,1-0
tangerine,2-0-1
tangerines,1-0-2
tangible,1-0-0
tangle,1-0
tangled,1-0
tangles,1-0
tangling,1-0
tango,1-0
tangos,1-0
Tangs,1
Tania,1-0
tank,1
tankard,1-0
tanked,1
tanker,1-0
tankers,1-0
tanking,1-0
tanks,1
tanned,1
Tanner,1-0
Tannhauser,1-2-0
tanning,1-0
tans,1
Tansey,1-0
Tansy,1-0
tantalize,1-0-2
tantalize,1-0-2
tantalized,1-0-2
tantalized,1-0-2
tantalizing,1-0-2-0
tantalizing,1-0-2-0
tantalizingly,1-0-2-0-0
tantalizingly,1-0-2-0-0
tantalum,1-0-0
Tantalus,1-0-0
tantamount,1-0-2
tantric,1-0
tantrum,1-0
tantrums,1-0
Tanzania,2-0-1-0
Tanzania,0-1-0-0
Tanzania,2-1-0
tanzanian,2-1-0-0
tanzanian,2-1-0
Tao,1
Tao,1
Taoist,1-0
Taoists,1-0
Taoists,1-0
Taoists,1-0
Taos,1
tap,1
tapas,1-0
tape,1
taped,1
taper,1-0
tapered,1-0
tapering,1-0-0
tapers,1-0
tapes,1
tapestries,1-0-0
tapestry,1-0-0
taping,1-0
tapings,1-0
tapped,1
tapper,1-0
tapping,1-0
taps,1
tar,1
Tara,1-0
Tara,1-0
tarantula,0-1-0-0
tarantula,0-1-0-0
tarantulas,0-1-0-0
tarantulas,0-1-0-0
tardiness,1-0-0
tardy,1-0
target,1-0
target,1-0
targeted,1-0-0
targeting,1-0-0
targets,1-0
tariff,1-0
tariffs,1-0
tarmac,1-2
Tarman,1-0
tarnish,1-0
tarnished,1-0
tarnishing,1-0-0
Taro,1-0
Tarot,2-1
tarots,2-1
tarp,1
tarpon,1-0
tarps,1
Tarr,1
tarred,1
tarring,1-0
tarry,1-0
Tarsus,1-0
tart,1
tartan,1-0
Tartar,1-0
Tartars,1-0
tartly,1-0
tarts,1
Tarzan,1-2
Tarzan,1-0
Tash,1
task,1
tasked,1
Tasker,1-0
tasking,1-0
taskmaster,1-2-0
tasks,1
Tasmanian,2-1-0-0
Tass,1
tassel,1-0
taste,1
tasted,1-0
tasted,1-0
tasteful,1-0
tastefully,1-0-0
tasteless,1-0
taster,1-0
tastes,1
tastier,1-0-0
tasting,1-0
tastings,1-0
tasty,1-0
tat,1
Tate,1
tater,1-0
tattered,1-0
tatters,1-0
Tattersall,1-0-0
tattle,1-0
tattled,1-0
Tattler,1-0
tattoo,0-1
tattooed,0-1
tattooing,0-1-0
tattoos,0-1
tatty,1-0
Tatu,0-1
taught,1
taunt,1
taunted,1-0
taunting,1-0
taunts,1
Taurus,1-0
Tauruses,1-0-0
taut,1
tavern,1-0
taverna,0-1-0
taverns,1-0
tawdry,1-0
Tawney,1-0
Tawny,1-0
tax,1
taxable,1-0-0
taxation,0-1-0
taxed,1
taxes,1-0
taxes,1-0
taxi,1-0
taxicab,1-0-2
taxicabs,1-0-2
taxidermist,1-0-2-0
taxidermy,1-0-2-0
taxied,1-0
taxiing,1-0-0
taxing,1-0
taxis,1-0
taxpayer,1-2-0
taxpayers,1-2-0
taxpaying,1-2-0
Tay,1
Tb,1-1
Tchaikovsky,2-1-0
Tchaikovsky,2-1-0
Tchaikovsky,2-1-0
te,1
tea,1
teach,1
teachable,1-0-0
teacher,1-0
teachers,1-0
teaches,1-0
teaches,1-0
teaching,1-0
teachings,1-0
teacup,1-2
Teagle,1-0
Teague,1
teak,1
teakwood,1-2
teal,1
team,1
teamed,1
teaming,1-0
teammate,1-2
teammates,1-2
teams,1
teamster,1-0
Teamsters,1-0
teamwork,1-2
teapot,1-2
tear,1
tear,1
tearful,1-0
tearfully,1-0-0
tearing,1-0
tearing,1-0
tears,1
tears,1
teary,1-0
teas,1
tease,1
teased,1
teaser,1-0
teases,1-0
teasing,1-0
teaspoon,1-2
teaspoonful,1-2-0
teaspoons,1-2
teat,1
teats,1
Tec,1
tech,1
techie,1-0
techies,1-0
technic,1-0
technical,1-0-0
technicalities,2-0-1-0-0
technicality,2-0-1-0-0
technically,1-0-0-0
technically,1-0-0
technician,0-1-0
technicians,0-1-0
Technicolor,1-0-2-0
technique,0-1
techniques,0-1
techno,1-0
technocrat,1-0-2
technocrats,1-0-2
technological,2-0-1-0-0
technologically,2-0-1-0-0-0
technologically,2-0-1-0-0
technologies,0-1-0-0
technologists,2-1-0-0
technologists,2-1-0-0
technologists,2-1-0-0
technology,0-1-0-0
technophobe,1-0-2
techs,1
tectonic,0-1-0
tectonics,0-1-0
Ted,1
Tedder,1-0
Teddy,1-0
Tedeschi,0-1-0
Tedesco,0-1-0
tedious,1-0-0
tediously,1-0-0-0
tedium,1-0-0
tee,1
teed,1
teeing,1-0
teel,1
teem,1
teeming,1-0
teems,1
teen,1
teenage,1-2
teenaged,1-2
teenager,1-2-0
teenagers,1-2-0
Teenie,1-0
teens,1
teensy,1-0
teeny,1-0
Teer,1
tees,1
Teet,1
teeter,1-0
teetering,1-0-0
teeth,1
teethe,1
teething,1-0
Teflon,1-0
Teheran,2-0-1
Tejano,0-1-0
Tel,1
tele,1-0
tele,1-0
telecast,1-0-2
telecasts,1-0-2
telecasts,1-0-2
telecasts,1-0-2
telecommunication,2-0-0-2-0-1-0
telecommunications,2-0-0-2-0-1-0
telecommuter,1-0-0-2-0
teleconference,0-0-1-0
teleconferencing,2-0-1-0-0
telegenic,2-0-1-0
telegram,1-0-2
telegrams,1-0-2
telegraph,1-0-2
telegraphed,1-0-2
telemarketer,2-0-1-0-0
telemarketers,2-0-1-0-0
telemarketing,2-0-1-0-0
telemetry,0-1-0-0
telepath,2-0-1
telepathic,2-0-1-0
telepathy,0-1-0-0
telephone,1-0-2
telephoned,1-0-2
telephones,1-0-2
telephonic,2-0-1-0
telephoning,1-0-2-0
telephoto,1-0-2-0
teleport,1-0-1
Teleprompter,1-0-2-0
telescope,1-0-2
telescopes,1-0-2
telescopic,2-0-1-0
telethon,1-0-0
teletype,1-0-2
televangelist,2-0-1-0-0
televangelists,2-0-1-0-0
televangelists,2-0-1-0-0
televangelists,2-0-1-0-0
televise,1-0-2
televised,1-0-2
televising,1-0-2-0
television,1-0-2-0
televisions,1-0-2-0
telex,1-2
telexed,1-2
Telfer,1-0
Telford,1-0
tell,1
teller,1-0
tellers,1-0
telling,1-0
tells,1
telltale,1-2
telltales,1-2
Telluride,1-0-2
tellurium,0-1-0-0
Telly,1-0
temblor,1-0
temerity,0-1-0-0
temp,1
Tempe,1-0
temper,1-0
tempera,1-0-0
temperament,1-0-0
temperament,1-0-0
temperamental,2-0-1-0
temperamental,2-0-1-0
temperamentally,2-0-1-0-0
temperamentally,2-0-1-0-0
temperamentally,2-0-1-0-0
temperamentally,2-0-1-0-0
temperaments,1-0-0
temperaments,1-0-0
Temperance,1-0-0
Temperance,1-0
temperate,1-0-0
temperate,1-0
temperature,1-0-0-0
temperature,1-0-0
temperatures,1-0-0-0
temperatures,1-0-0
tempered,1-0
tempering,1-0-0
tempers,1-0
tempest,1-0
tempestuous,2-1-0-0
Templar,1-0
Templars,1-0
template,1-0
template,1-0
temple,1-0
temples,1-0
tempo,1-2
temporal,1-0-0
temporally,1-0-0-0
temporaries,1-0-2-0
temporarily,2-0-1-0-0
temporary,1-0-2-0
tempore,1-0
tempore,2-1-0
temporize,1-0-2
tempos,1-2
temps,1
tempt,1
temptation,0-1-0
temptations,0-1-0
tempted,1-0
tempted,1-0
tempting,1-0
temptress,1-0
tempts,1
ten,1
tenable,1-0-0
tenacious,0-1-0
tenaciously,0-1-0-0
tenacity,0-1-0-0
tenancy,1-0-0
tenant,1-0
tenants,1-0
Tench,1
tend,1
tended,1-0
tended,1-0
tendencies,1-0-0
tendency,1-0-0
tendentious,2-1-0
tender,1-0
tendered,1-0
tendering,1-0-0
tenderloin,1-0-2
tenderly,1-0-0
tenderness,1-0-0
tenders,1-0
tending,1-0
tendon,1-0
tendons,1-0
tends,1
tenement,1-0-0
tenements,1-0-0
tenet,1-0
tenets,1-0
tenfold,1-2
Teng,1
tenner,1-0
Tennessean,2-0-1-0
Tennessee,2-0-1
tennis,1-0
tennis,1-0
Tennyson,1-0-0
tenor,1-0
tenors,1-0
tenpenny,1-2-0
tens,1
tense,1
tensely,1-0
tensile,1-0
tension,1-0
tensions,1-0
tent,1
tentacle,1-0-0
tentacles,1-0-0
tentative,1-0-0
tentative,1-0-0
tentatively,1-0-0-0
tentatively,1-0-0
tenth,1
tenths,1
tenting,1-0
tents,1
tenuous,1-0-0
tenure,1-0
tenured,1-0
tepid,1-0
tequila,0-1-0
Ter,1
Tercel,1-0
teriyaki,2-0-1-0
term,1
termed,1
terminal,1-0-0
terminally,1-0-0-0
terminals,1-0-0
terminate,1-0-2
terminated,1-0-2-0
terminated,1-0-2-0
terminates,1-0-2
terminating,1-0-2-0
termination,0-0-1-0
terminations,2-0-1-0
Terminator,1-0-2-0
terming,1-0
terminology,2-0-1-0-0
termite,1-0
termites,1-0
terms,1
terns,1
Terra,1-0
terrace,1-0
terraces,1-0-0
terraces,1-0-0
terrain,0-1
Terral,1-0
Terre,1
Terre,1-0
terrestrial,0-1-0-0
terrible,1-0-0
terribly,1-0-0
Terrie,1-0
terrier,1-0-0
Terriers,1-0-0
terrific,0-1-0
terrifically,0-1-0-0
terrified,1-0-2
terrifies,1-0-2
terrify,1-0-2
terrifying,1-0-2-0
territorial,2-0-1-0-0
territorialism,2-0-1-0-0-2-0
territories,1-0-2-0
territory,1-0-2-0
terror,1-0
terrorism,1-0-2-0
terrorist,1-0-0
terroristic,2-0-1-0
terrorists,1-0-0
terrorists,1-0-0
terrorists,1-0-0
terrorists,1-0-0
terrorize,1-0-2
terrorized,1-0-2
terrorizes,1-0-2-0
terrorizing,1-0-2-0
terrors,1-0
Terry,1-0
terse,1
tersely,1-0
terseness,1-0
tertiary,1-0-0
tertiary,1-0-2-0
Tertius,1-0
Tertius,1-0-0
Tesla,1-0
Tesla,1-0
test,1
Testa,1-0
testament,1-0-0
Testaments,1-0-0
tested,1-0
tested,1-0
tester,1-0
testers,1-0
testers,1-0
testes,1-2
testes,1
testicle,1-0-0
testicles,1-0-0
testicular,2-1-0-0
testified,1-0-2
testifies,1-0-2
testify,1-0-2
testifying,1-0-2-0
testimonial,2-0-1-0-0
testimonials,2-0-1-0-0
testimonies,1-0-2-0
testimony,1-0-2-0
testing,1-0
testosterone,2-1-0-2
tests,1
testy,1-0
tetanus,1-0-0
Tete,1
tether,1-0
tethered,1-0
tethers,1-0
Tetra,1-0
Teutonic,0-1-0
tew,1
tew,1-1-1-0-2
tew,1
Tex,1
Texaco,1-0-0
Texan,1-0
Texans,1-0
Texas,1-0
text,1
textbook,1-2
textbooks,1-2
textile,1-2
textiles,1-2
texts,1
texture,1-0
textured,1-0
textures,1-0
th,1-1
Thacker,1-0
Thaddeus,1-0-0
Thai,1
Thailand,1-2
thalamus,1-0-0
Thalia,1-0
thalidomide,0-1-0-2
thallium,1-0-0
Thames,1
than,1
than,0
thane,1
Thank,1
thanked,1
thankful,1-0
thankfully,1-0-0
thanking,1-0
thankless,1-0
Thanks,1
Thanksgiving,2-1-0
Thankyou,1-1
thar,1
that,1
that,0
Thatch,1
thatched,1
Thatcher,1-0
thaw,1
thawed,1
thawing,1-0
thaws,1
the,0
the,1
the,0
theater,1-0-0
theatergoer,1-0-0-0-0
theatergoer,1-0-0-0
theaters,1-0-0
theatre,1-0-0
theatres,1-0-0
theatric,1-0
theatrical,0-1-0-0
theatricality,0-2-0-1-0-0
theatrically,0-1-0-0-0
theatrically,0-1-0-0
theatrics,1-0
thee,1
theft,1
thefts,1
their,1
theirs,1
theirselves,2-1
them,0
them,1
thematic,0-1-0
thematically,0-1-0-0
theme,1
themed,1
themes,1
themselves,0-1
themselves,0-1
then,1
thence,1
theocracy,0-1-0-0
Theodore,1-0-2
theologian,2-0-1-0-0
theologians,2-0-1-0
theological,2-0-1-0-0
theologically,2-0-1-0-0
theology,0-1-0-0
theorem,1-0
theoretical,2-0-1-0-0
Theoretically,2-0-1-0-0-0
Theoretically,2-0-1-0-0
theories,1-0
theories,1-0-0
theorist,1-0-0
theorists,1-0-0
theorists,1-0-0
theorists,1-0-0
theorize,1-0-2
theorized,1-0-2
theorizes,1-0-2-0
theorizing,1-0-2-0
theory,1-0
theory,1-0-0
therapeutic,2-0-1-0
therapeutically,2-0-1-0-0-0
therapeutically,2-0-1-0-0
therapeutics,2-0-1-0
therapies,1-0-0
therapist,1-0-0
therapist,1-0-0
therapists,1-0-0
therapists,1-0-0
therapists,1-0-0
therapy,1-0-0
there,1
thereabouts,2-0-1
thereafter,0-1-0
thereby,1-1
therefore,1-2
therein,0-1
thereof,2-1
thereon,0-1
Therese,1-0
thereupon,2-0-1
therm,1
thermal,1-0
thermo,1-0
thermometer,0-1-0-0
thermometers,0-1-0-0
thermonuclear,2-0-1-0-0
thermoplastic,2-0-1-0
thermos,1-0
thermosetting,1-0-2-0
thermostat,1-0-2
thesaurus,0-1-0
these,1
theses,1-0
thesis,1-0
thespian,1-0-0
Theta,1-0
Thetis,1-0
thew,1
they,1
thick,1
thicken,1-0
thickened,1-0
thickener,1-0-0
thickening,1-0-0
thickening,1-0
thickens,1-0
thicker,1-0
thickest,1-0
thicket,1-0
thickets,1-0
thickly,1-0
thickness,1-0
thief,1
thievery,1-0-0
thieves,1
thieving,1-0
thigh,1
thighs,1
thimble,1-0
thin,1
thine,1
thing,1
thingamabob,1-0-0-2
things,1
thingy,1-0
think,1
thinker,1-0
thinkers,1-0
thinking,1-0
thinks,1
thinly,1-0
thinned,1
thinner,1-0
thinness,1-0
thinness,1-0
thinnest,1-0
thinning,1-0
thins,1
Thiokol,1-0-2
third,1
thirdly,1-0
thirds,1
thirst,1
thirsty,1-0
Thirteen,1-1
thirteenth,1-1
thirteenths,1-1
thirties,1-0
thirtieth,1-0-0
thirtieth,1-0-0
Thirty,1-0
Thirty,1-2
this,0
this,1
Thistle,1-0
thistles,1-0
tho,1
Thomas,1-0
Thompson,1-0
Thompson,1-0
thong,1
Thor,1
thoracic,0-1-0
thorax,1-0
thorium,1-0-0
Thorn,1
thorns,1
Thorny,1-0
thorough,1-0
thorough,1-0
thoroughbred,1-0-1
thoroughbreds,1-0-1
thoroughfare,1-0-2
thoroughfares,1-0-2
thoroughly,1-0-0
thoroughness,1-0-0
Thorpe,1
those,1
thou,1
though,1
thought,1
thoughtful,1-0
thoughtfully,1-0-0
thoughtfulness,1-0-0
thoughtless,1-0
thoughts,1
thous,1
thousand,1-0
thousand,1-0
thousands,1-0
thousands,1-0
thousandth,1-0
thousandth,1-0
thousandths,1-0
thousandths,1-0
Thrall,1
thrash,1
thrashed,1
Thrasher,1-0
thrashes,1-0
thrashing,1-0
thread,1
threadbare,1-2
threaded,1-0
threaded,1-0
threading,1-0
threads,1
threat,1
threaten,1-0
threatened,1-0
threatening,1-0-0
threatening,1-0
threatens,1-0
threats,1
three,1
threefold,1-2
threes,1
threesome,1-0
thresh,1
thresher,1-0
threshold,1-2
thresholds,1-2
threw,1
thrice,1
thrift,1
thrifts,1
thrifts,1
thrifty,1-0
thrill,1
thrilled,1
thriller,1-0
thrillers,1-0
thrilling,1-0
thrills,1
thrive,1
thrived,1
thrives,1
thriving,1-0
throat,1
throats,1
throaty,1-0
throb,1
throbbing,1-0
throes,1
thrombolysis,0-1-0-0
thrombolysis,0-1-0-0
thrombosis,0-1-0
throne,1
throng,1
throngs,1
throttle,1-0
throttled,1-0
throttles,1-0
throttling,1-0-0
throttling,1-0
through,1
throughout,0-1
throughput,1-2
Throughway,1-2
throw,1
throwaway,1-0-2
throwback,1-2
thrower,1-0
throwers,1-0
throwing,1-0
thrown,1
throws,1
thru,1
thrush,1
thrust,1
thruster,1-0
thrusters,1-0
thrusting,1-0
thrusts,1
thrusts,1
thrusts,1
Thruway,1-2
thud,1
thug,1
thuggery,1-0-0
thugs,1
thumb,1
thumbed,1
thumbing,1-0
thumbnail,1-2
thumbs,1
thump,1
thumped,1
Thumper,1-0
thumping,1-0
thumps,1
thunder,1-0
Thunderbird,1-0-2
Thunderbolt,1-0-2
thundered,1-0
thundering,1-0-0
thunderous,1-0-0
thunders,1-0
thundershower,1-0-2-0
thundershowers,1-0-2-0
thunderstorm,1-0-2
thunderstorms,1-0-2
thunderstruck,1-0-2
Thursday,1-2
Thursday,1-0
Thursdays,1-0
Thursdays,1-0
thus,1
thusly,1-0
thwart,1
thwarted,1-0
thwarted,1-0
thwarting,1-0
thy,1
thyme,1
thyroid,1-0
Ti,1
tiara,0-1-0
tiaras,0-1-0
Tibby,1-0
Tiber,1-0
Tibet,0-1
Tibetan,0-1-0
Tibetans,0-1-0
tibia,1-0-0
tibia,1-0
Tic,1
tick,1
ticked,1
ticker,1-0
ticket,1-0
ticket,1-0
ticketed,1-0-0
ticketing,1-0-0
tickets,1-0
tickets,1-0
ticking,1-0
tickle,1-0
tickled,1-0
tickles,1-0
ticklish,1-0-0
ticks,1
tics,1
tidal,1-0
tidbit,1-2
tidbits,1-0
tiddly,1-0
tiddlywinks,1-0-0
tiddlywinks,1-0-0
tide,1
tides,1
Tidewater,1-2-0
tidings,1-0
tidy,1-0
tie,1
tied,1
tieing,1-0
Tien,1
tier,1
tierce,1
tiered,1
tiers,1
ties,1
Tiff,1
Tiffany,1-0-0
tiffin,1-0
Tift,1
tig,1
tiger,1-0
Tigers,1-0
tight,1
tighten,1-0
tightened,1-0
tightening,1-0-0
tightening,1-0
tightenings,1-0-0
tightenings,1-0
tightens,1-0
tighter,1-0
tightest,1-0
tightfisted,1-1-0
tightly,1-0
tightness,1-0
tightrope,1-2
tights,1
tightwad,1-2
Tigris,1-0
tike,1
tikes,1
Tiki,1-1
til,1
Tilbury,1-2-0
Tilden,1-0
tile,1
tiled,1
tiles,1
till,1
tiller,1-0
tilling,1-0
Tillman,1-0
Tilly,1-0
tilt,1
tilted,1-0
tilted,1-0
tilting,1-0
tilts,1
Tim,1
timber,1-0
Timberland,1-0-2
Timberlands,1-0-2
Timberline,1-0-2
timbers,1-0
timbre,1-0
time,1
timed,1
timeless,1-0
Timeliness,1-0-0
timely,1-0
timeout,1-2
timepiece,1-2
timer,1-0
timers,1-0
times,1
timeshare,1-2
timetable,1-2-0
timetables,1-2-0
timid,1-0
timidity,0-1-0-0
timidly,1-0-0
timing,1-0
Timmer,1-0
Timon,1-0
Timor,0-1
Timothy,1-0-0
Timpani,1-0-2
tin,1
tincture,1-0
tinder,1-0
tinderbox,1-0-2
tine,1
tines,1
ting,1
tinge,1
tinged,1
tingle,1-0
Tingler,1-0-0
Tingler,1-0
tingling,1-0-0
tingling,1-0
tinier,1-0-0
tiniest,1-0-0
Tinker,1-0
tinkered,1-0
tinkerer,1-0-0
tinkering,1-0-0
tinkering,1-0
tinkle,1-0
tinkled,1-0
tinkler,1-0-0
tinkler,1-0
tinkling,1-0-0
tinkling,1-0
Tinman,1-2
tinny,1-0
tins,1
tinsel,1-0
tint,1
tinted,1-0
tints,1
tintype,1-2
tiny,1-0
tip,1
tipoff,1-2
tipped,1
tipper,1-0
tippers,1-0
Tippet,1-0
Tippets,1-0
tipping,1-0
tipple,1-0
Tippy,1-0
tips,1
tipster,1-0
tipsy,1-0
tiptoe,1-2
tiptoed,1-2
tiptoeing,1-2-0
tirade,0-1
tirades,0-1
tire,1-0
tired,1-0
tiredness,1-0-0
tireless,1-0-0
tirelessly,1-0-0
tires,1-0
tiresome,1-0-0
tiring,1-0
tiros,1-0
Tis,1
tissue,1-2
tissue,1-0
tissues,1-2
tissues,1-0
tit,1
Titan,1-0
Titania,0-1-0
Titanic,0-1-0
titanium,0-1-0-0
Titans,1-0
tithe,1
tithing,1-0
Titian,1-0
titillate,1-0-2
titillated,1-0-2-0
titillating,1-0-2-0
titillation,2-0-1-0
title,1-0
titled,1-0
titles,1-0
titter,1-0
tittle,1-0
titular,1-0-0
Tivoli,1-0-0
tizzy,1-0
Tlingit,1-0
to,0
to,0
to,1
Toa,1-0
toad,1
toads,1
toast,1
toasted,1-0
toaster,1-0
toasters,1-0
toasting,1-0
Toastmaster,1-2-0
toasts,1
toasts,1
toasts,1
tobacco,0-1-2
tobaccos,0-1-2
Tobe,1
toboggan,0-1-0
toboggans,0-1-0
Toby,1-0
tock,1
Tod,1
today,0-1
today,0-1
todays,0-1
todays,1-0
toddle,1-0
toddler,1-0
toddlers,1-0
toddling,1-0
toe,1
toed,1
toehold,1-2
toeing,1-0
toenail,1-2
toenails,1-2
toes,1
toffee,1-0
tofu,1-0
toga,1-0
together,0-1-0
togetherness,0-1-0-0
togethers,0-1-0
toggle,1-0
Togo,1-0
togs,1
toil,1
toiled,1
toilet,1-0
toiletries,1-0-0
toiletry,1-0-0
toilets,1-0
toiling,1-0
toils,1
Toity,1-0
token,1-0
tokens,1-0
Tokyo,1-0-2
tol,1
Tolan,1-0
told,1
tole,1
Toledo,0-1-0
tolerable,1-0-0-0
tolerance,1-0-0
tolerances,1-0-0-0
tolerant,1-0-0
tolerate,1-0-2
tolerated,1-0-2-0
tolerates,1-0-2
tolerating,1-0-2-0
toll,1
tollbooth,1-2
tolled,1
Toller,1-0
tolling,1-0
tolls,1
Tolstoy,1-2
Tom,1
Tomahawk,1-0-2
tomahawks,1-0-2
tomato,0-1-2
tomato,0-1-2
tomatoes,0-1-0
tomatoes,0-1-0
tomb,1
tomboy,1-2
tombs,1
Tombstone,1-2
tombstones,1-2
tomcat,1-2
tome,1
tomes,1
Tomkin,1-0
Tommy,1-0
tomographic,0-0-1-0
tomorrow,0-1-2
tomorrow,0-1-2
tomorrows,0-1-2
tomorrows,0-1-2
Toms,1
ton,1
tonal,1-0
tonality,0-1-0-0
tone,1
toned,1
toner,1-0
tones,1
Tong,1
Tonga,1-0
tongs,1
tongs,1
tongue,1
tongued,1
tongues,1
tonic,1-0
tonics,1-0
toniest,0-1
tonight,0-1
tonight,0-1
toning,1-0
tonite,0-1
Tonk,1
Tonka,1-0
Tonkin,1-0
tonnage,1-0
tonnage,1-0
tonne,1
tonnes,1
tons,1
tonsil,2-0
tonsillectomies,2-0-1-0-0
tonsillectomy,2-0-1-0-0
tonsils,1-0
Tony,1-0
too,1
took,1
tool,1
toolbox,1-2
tooled,1
tooling,1-0
tools,1
toon,1
toot,1
tooth,1
toothbrush,1-0
toothbrushes,1-2-0
toothless,1-0
toothpaste,1-2
toothpastes,1-2
toothpick,1-2
toothpicks,1-2
toothy,1-0
Toots,1
Toots,1
Tootsie,1-1
Tootsie,1-1
top,1
top,1
Topaz,1-2
Topeka,0-1-0
Topeka,0-1-0
topiary,1-0-2-0
topic,1-0
topical,1-0-0
topical,1-0-0
topics,1-0
topknot,1-2
topless,1-0
topographic,2-0-1-0
topography,0-1-0-0
topped,1
Topper,1-0
toppers,1-0
topping,1-0
toppings,1-0
topple,1-0
toppled,1-0
topples,1-0
toppling,1-0-0
toppling,1-0
tops,1
topsoil,1-2
Topsy,1-0
tor,1
Torah,1-0
torch,1
torched,1
torches,1-0
torching,1-0
tore,1
Tori,1-0
Tories,1-0
torment,0-1
torment,1-2
tormented,1-2-0
tormenting,1-2-0
tormentor,1-2-0
tormentors,1-2-0
torments,1-2
torn,1
tornado,0-1-2
tornadoes,0-1-0
Toro,1-0
Toronto,0-1-0
Toronto,0-1-0
torpedo,0-1-2
torpedoed,0-1-2
torpedoes,0-1-0
torpid,1-0
torpor,1-0
torque,1
torrent,1-0
torrential,0-1-0
torrential,0-1-0
torrents,1-0
torrid,1-0
torsion,1-0
torso,1-2
torsos,1-2
tort,1
torte,1
tortilla,0-1-0
tortillas,2-1-0
tortoise,1-0
tortoises,1-0-0
torts,1
tortuous,1-0-0
torture,1-0
tortured,1-0
torturer,1-0-0
torturers,1-0-0
tortures,1-0
torturing,1-0-0
torturous,1-2-0
Toru,1-0
Tory,1-0
Tosca,1-0
Tosh,1
toss,1
tossed,1
tosses,1-0
tossing,1-0
Tot,1
total,1-0
totaled,1-0
totaling,1-0-0
totalitarian,2-2-0-1-0-0
totalitarianism,2-2-0-1-0-0-2-0
totality,0-1-0-0
totalled,1-0
totalling,1-0-0
totally,1-0-0
totals,1-0
tote,1
toted,1-0
totem,1-0
totems,1-0
totes,1
toting,1-0
Toto,1-0
tots,1
Totten,1-0
totter,1-0
tottering,1-0-0
totty,1-0
touch,1
Touchdown,1-2
touchdowns,1-2
Touche,1
touched,1
touches,1-0
touches,1-0
touching,1-0
touchstone,1-2
touchy,1-0
tough,1
toughed,1
toughen,1-0
toughened,1-0
toughening,1-0-0
toughens,1-0
tougher,1-0
toughest,1-0
toughie,1-0
toughness,1-0
toughs,1
toupee,2-1
tour,1
toured,1
Tourette,0-1
touring,1-0
tourism,1-2-0
tourist,1-0
tourist,1-0
tourists,1-0
tourists,1-0
tourists,1-0
tourists,1-0
tournament,1-0-0
tournaments,1-0-0
tournedos,1-0-0
tourney,1-0
tourniquet,0-0-0
tours,1
tours,1
tout,1
touted,1-0
touting,1-0
touts,1
tov,1
Tovar,0-1
tow,1
toward,0-1
toward,1
towards,0-1
towards,1
towed,1
towel,1-0
towel,1
toweling,1-0-0
toweling,1-0
towels,1-0
towels,1
tower,1-0
towered,1-0
towering,1-0-0
towering,1-0
towers,1-0
towing,1-0
town,1
townhouse,1-2
townie,1-0
towns,1
townsfolk,1-2
township,1-0
townships,1-0
townsman,1-0
townspeople,1-2-0
Towson,1-0
toxic,1-0
toxicity,0-1-0-0
toxicological,2-0-0-1-0-0
